cell,cluster
cell_1340,Endo
cell_1341,TIL
cell_1342,TAM
cell_1343,CAF
cell_1344,CAF
cell_1345,TAM
cell_1346,CAF
cell_1347,TIL
cell_1348,CAF
cell_1349,CAF
cell_1350,CAF
cell_1351,CAF
cell_1352,CAF
cell_1353,ETC
cell_1354,CAF
cell_1355,CAF
cell_1356,TAM
cell_1357,CAF
cell_1358,ETC
cell_1359,CAF
cell_1360,CAF
cell_1361,ETC
cell_1362,CAF
cell_1363,CAF
cell_1364,ETC
cell_1365,TAM
cell_1366,CAF
cell_1367,CAF
cell_1368,ETC
cell_1369,CAF
cell_1370,CAF
cell_1371,CAF
cell_1372,CAF
cell_1373,CAF
cell_1374,ETC
cell_1375,CAF
cell_1376,CAF
cell_1377,CAF
cell_1378,Endo
cell_1379,CAF
cell_1380,CAF
cell_1381,CAF
cell_1382,CAF
cell_1383,CAF
cell_1384,CAF
cell_1385,CAF
cell_1386,ETC
cell_1387,Endo
cell_1388,CAF
cell_1389,TAM
cell_1390,ETC
cell_1391,CAF
cell_1392,CAF
cell_1393,CAF
cell_1394,CAF
cell_1395,CAF
cell_1396,CAF
cell_1397,CAF
cell_1398,CAF
cell_1399,CAF
cell_1400,ETC
cell_1401,CAF
cell_1402,CAF
cell_1403,ETC
cell_1404,TAM
cell_1405,CAF
cell_1406,CAF
cell_1407,CAF
cell_1408,CAF
cell_1409,ETC
cell_1410,CAF
cell_1411,CAF
cell_1412,ETC
cell_1413,CAF
cell_1414,CAF
cell_1415,ETC
cell_1416,CAF
cell_1417,CAF
cell_1418,CAF
cell_1419,CAF
cell_1420,DC
cell_1421,ETC
cell_1422,CAF
cell_1423,CAF
cell_1424,ETC
cell_1425,CAF
cell_1426,CAF
cell_1427,CAF
cell_1428,CAF
cell_1429,CAF
cell_1430,CAF
cell_1431,ETC
cell_1432,TAM
cell_1433,CAF
cell_1434,CAF
cell_1435,CAF
cell_1436,CAF
cell_1437,Endo
cell_1438,CAF
cell_1439,CAF
cell_1440,CAF
cell_1441,CAF
cell_1442,CAF
cell_1443,CAF
cell_1444,ETC
cell_1445,CAF
cell_1446,ETC
cell_1447,CAF
cell_1448,CAF
cell_1449,ETC
cell_1450,ETC
cell_1451,TAM
cell_1452,CAF
cell_1453,CAF
cell_1454,ETC
cell_1455,ETC
cell_1456,DC
cell_1457,CAF
cell_1458,ETC
cell_1459,CAF
cell_1460,CAF
cell_1461,ETC
cell_1462,CAF
cell_1463,TIL
cell_1464,CAF
cell_1465,CAF
cell_1466,ETC
cell_1467,ETC
cell_1468,CAF
cell_1469,ETC
cell_1470,CAF
cell_1471,ETC
cell_1472,CAF
cell_1473,CAF
cell_1474,CAF
cell_1475,CAF
cell_1476,CAF
cell_1477,ETC
cell_1478,ETC
cell_1479,CAF
cell_1480,Endo
cell_1481,ETC
cell_1482,CAF
cell_1483,CAF
cell_1484,CAF
cell_1485,CAF
cell_1486,CAF
cell_1487,ETC
cell_1488,CAF
cell_1489,CAF
cell_1490,CAF
cell_1491,CAF
cell_1492,TAM
cell_1493,CAF
cell_1494,CAF
cell_1495,DC
cell_1496,ETC
cell_1497,ETC
cell_1498,CAF
cell_1499,CAF
cell_1500,ETC
cell_1501,CAF
cell_1502,CAF
cell_1503,CAF
cell_1504,Endo
cell_1505,CAF
cell_1506,CAF
cell_1507,CAF
cell_1508,CAF
cell_1509,CAF
cell_1510,CAF
cell_1511,CAF
cell_1512,CAF
cell_1513,TAM
cell_1514,CAF
cell_1515,CAF
cell_1516,CAF
cell_1517,CAF
cell_1518,ETC
cell_1519,Endo
cell_1520,CAF
cell_1521,ETC
cell_1522,CAF
cell_1523,ETC
cell_1524,CAF
cell_1525,CAF
cell_1526,CAF
cell_1527,CAF
cell_1528,CAF
cell_1529,TAM
cell_1530,CAF
cell_1531,ETC
cell_1532,ETC
cell_1533,CAF
cell_1534,CAF
cell_1535,ETC
cell_1536,CAF
cell_1537,ETC
cell_1538,TAM
cell_1539,CAF
cell_1540,CAF
cell_1541,CAF
cell_1542,ETC
cell_1543,Endo
cell_1544,ETC
cell_1545,ETC
cell_1546,CAF
cell_1547,CAF
cell_1548,TIL
cell_1549,CAF
cell_1550,TIL
cell_1551,CAF
cell_1552,Endo
cell_1553,CAF
cell_1554,CAF
cell_1555,CAF
cell_1556,TIL
cell_1557,ETC
cell_1558,CAF
cell_1559,CAF
cell_1560,TAM
cell_1561,CAF
cell_1562,ETC
cell_1563,ETC
cell_1564,CAF
cell_1565,CAF
cell_1566,CAF
cell_1567,CAF
cell_1568,CAF
cell_1569,CAF
cell_1570,CAF
cell_1571,CAF
cell_1572,CAF
cell_1573,CAF
cell_1574,CAF
cell_1575,CAF
cell_1576,CAF
cell_1577,CAF
cell_1578,CAF
cell_1579,CAF
cell_1580,CAF
cell_1581,CAF
cell_1582,CAF
cell_1583,CAF
cell_1584,ETC
cell_1585,CAF
cell_1586,TIL
cell_1587,CAF
cell_1588,CAF
cell_1589,CAF
cell_1590,TIL
cell_1591,CAF
cell_1592,CAF
cell_1593,ETC
cell_1594,DC
cell_1595,CAF
cell_1596,CAF
cell_1597,CAF
cell_1598,DC
cell_1599,CAF
cell_1600,CAF
cell_1601,TAM
cell_1602,CAF
cell_1603,CAF
cell_1604,CAF
cell_1605,CAF
cell_1606,ETC
cell_1607,ETC
cell_1608,ETC
cell_1609,CAF
cell_1610,TAM
cell_1611,CAF
cell_1612,CAF
cell_1613,CAF
cell_1614,CAF
cell_1615,CAF
cell_1616,ETC
cell_1617,ETC
cell_1618,CAF
cell_1619,CAF
cell_1620,CAF
cell_1621,ETC
cell_1622,CAF
cell_1623,ETC
cell_1624,ETC
cell_1625,ETC
cell_1626,CAF
cell_1627,CAF
cell_1628,CAF
cell_1629,CAF
cell_1630,CAF
cell_1631,CAF
cell_1632,CAF
cell_1633,ETC
cell_1634,CAF
cell_1635,CAF
cell_1636,CAF
cell_1637,CAF
cell_1638,CAF
cell_1639,CAF
cell_1640,CAF
cell_1641,CAF
cell_1642,CAF
cell_1643,CAF
cell_1644,CAF
cell_1645,ETC
cell_1646,CAF
cell_1647,CAF
cell_1648,ETC
cell_1649,CAF
cell_1650,CAF
cell_1651,TIL
cell_1652,CAF
cell_1653,CAF
cell_1654,Endo
cell_1655,CAF
cell_1656,CAF
cell_1657,ETC
cell_1658,TAM
cell_1659,CAF
cell_1660,ETC
cell_1661,TAM
cell_1662,ETC
cell_1663,CAF
cell_1664,CAF
cell_1665,ETC
cell_1666,TAM
cell_1667,ETC
cell_1668,CAF
cell_1669,TAM
cell_1670,CAF
cell_1671,CAF
cell_1672,ETC
cell_1673,CAF
cell_1674,TAM
cell_1675,CAF
cell_1676,CAF
cell_1677,ETC
cell_1678,ETC
cell_1679,ETC
cell_1680,ETC
cell_1681,ETC
cell_1682,ETC
cell_1683,TAM
cell_1684,CAF
cell_1685,CAF
cell_1686,CAF
cell_1687,ETC
cell_1688,ETC
cell_1689,Endo
cell_1690,TIL
cell_1691,TAM
cell_1692,CAF
cell_1693,CAF
cell_1694,CAF
cell_1695,TAM
cell_1696,ETC
cell_1697,CAF
cell_1698,CAF
cell_1699,CAF
cell_1700,CAF
cell_1701,TAM
cell_1702,TAM
cell_1703,CAF
cell_1704,ETC
cell_1705,CAF
cell_1706,CAF
cell_1707,ETC
cell_1708,CAF
cell_1709,ETC
cell_1710,CAF
cell_1711,TAM
cell_1712,CAF
cell_1713,CAF
cell_1714,CAF
cell_1715,ETC
cell_1716,CAF
cell_1717,CAF
cell_1718,CAF
cell_1719,CAF
cell_1720,CAF
cell_1721,CAF
cell_1722,CAF
cell_1723,CAF
cell_1724,CAF
cell_1725,CAF
cell_1726,CAF
cell_1727,CAF
cell_1728,CAF
cell_1729,CAF
cell_1730,CAF
cell_1731,CAF
cell_1732,CAF
cell_1733,CAF
cell_1734,CAF
cell_1735,TAM
cell_1736,CAF
cell_1737,CAF
cell_1738,ETC
cell_1739,CAF
cell_1740,CAF
cell_1741,CAF
cell_1742,ETC
cell_1743,ETC
cell_1744,ETC
cell_1745,CAF
cell_1746,CAF
cell_1747,CAF
cell_1748,CAF
cell_1749,TAM
cell_1750,ETC
cell_1751,CAF
cell_1752,CAF
cell_1753,CAF
cell_1754,CAF
cell_1755,DC
cell_1756,CAF
cell_1757,DC
cell_1758,CAF
cell_1759,CAF
cell_1760,CAF
cell_1761,CAF
cell_1762,CAF
cell_1763,CAF
cell_1764,TIL
cell_1765,CAF
cell_1766,ETC
cell_1767,CAF
cell_1768,CAF
cell_1769,CAF
cell_1770,CAF
cell_1771,CAF
cell_1772,CAF
cell_1773,CAF
cell_1774,CAF
cell_1775,CAF
cell_1776,CAF
cell_1777,CAF
cell_1778,TAM
cell_1779,CAF
cell_1780,CAF
cell_1781,TAM
cell_1782,CAF
cell_1783,TAM
cell_1784,CAF
cell_1785,CAF
cell_1786,TIL
cell_1787,TAM
cell_1788,CAF
cell_1789,CAF
cell_1790,CAF
cell_1791,Endo
cell_1792,ETC
cell_1793,CAF
cell_1794,CAF
cell_1795,ETC
cell_1796,ETC
cell_1797,ETC
cell_1798,CAF
cell_1799,CAF
cell_1800,CAF
cell_1801,CAF
cell_1802,CAF
cell_1803,CAF
cell_1804,ETC
cell_1805,CAF
cell_1806,CAF
cell_1807,CAF
cell_1808,CAF
cell_1809,CAF
cell_1810,CAF
cell_1811,CAF
cell_1812,CAF
cell_1813,CAF
cell_1814,CAF
cell_1815,CAF
cell_1816,CAF
cell_1817,ETC
cell_1818,CAF
cell_1819,CAF
cell_1820,CAF
cell_1821,TAM
cell_1822,DC
cell_1823,CAF
cell_1824,ETC
cell_1825,CAF
cell_1826,CAF
cell_1827,CAF
cell_1828,CAF
cell_1829,TAM
cell_1830,ETC
cell_1831,CAF
cell_1832,CAF
cell_1833,TAM
cell_1834,CAF
cell_1835,TAM
cell_1836,CAF
cell_1837,CAF
cell_1838,CAF
cell_1839,CAF
cell_1840,CAF
cell_1841,CAF
cell_1842,CAF
cell_1843,ETC
cell_1844,TAM
cell_1845,TAM
cell_1846,CAF
cell_1847,ETC
cell_1848,CAF
cell_1849,CAF
cell_1850,CAF
cell_1851,CAF
cell_1852,CAF
cell_1853,CAF
cell_1854,CAF
cell_1855,CAF
cell_1856,ETC
cell_1857,CAF
cell_1858,CAF
cell_1859,CAF
cell_1860,CAF
cell_1861,ETC
cell_1862,CAF
cell_1863,DC
cell_1864,CAF
cell_1865,CAF
cell_1866,CAF
cell_1867,CAF
cell_1868,CAF
cell_1869,CAF
cell_1870,ETC
cell_1871,CAF
cell_1872,ETC
cell_1873,ETC
cell_1874,CAF
cell_1875,TAM
cell_1876,CAF
cell_1877,CAF
cell_1878,CAF
cell_1879,CAF
cell_1880,CAF
cell_1881,CAF
cell_1882,CAF
cell_1883,ETC
cell_1884,ETC
cell_1885,CAF
cell_1886,CAF
cell_1887,CAF
cell_1888,CAF
cell_1889,CAF
cell_1890,CAF
cell_1891,TAM
cell_1892,CAF
cell_1893,ETC
cell_1894,CAF
cell_1895,CAF
cell_1896,CAF
cell_1897,TAM
cell_1898,Endo
cell_1899,CAF
cell_1900,CAF
cell_1901,CAF
cell_1902,CAF
cell_1903,CAF
cell_1904,CAF
cell_1905,ETC
cell_1906,ETC
cell_1907,CAF
cell_1908,ETC
cell_1909,CAF
cell_1910,CAF
cell_1911,CAF
cell_1912,CAF
cell_1913,CAF
cell_1914,CAF
cell_1915,TAM
cell_1916,ETC
cell_1917,CAF
cell_1918,CAF
cell_1919,CAF
cell_1920,CAF
cell_1921,CAF
cell_1922,CAF
cell_1923,ETC
cell_1924,CAF
cell_1925,ETC
cell_1926,CAF
cell_1927,CAF
cell_1928,CAF
cell_1929,ETC
cell_1930,CAF
cell_1931,CAF
cell_1932,CAF
cell_1933,ETC
cell_1934,TAM
cell_1935,CAF
cell_1936,DC
cell_1937,CAF
cell_1938,CAF
cell_1939,CAF
cell_1940,CAF
cell_1941,CAF
cell_1942,CAF
cell_1943,ETC
cell_1944,CAF
cell_1945,CAF
cell_1946,CAF
cell_1947,ETC
cell_1948,CAF
cell_1949,CAF
cell_1950,ETC
cell_1951,CAF
cell_1952,TAM
cell_1953,CAF
cell_1954,CAF
cell_1955,CAF
cell_1956,TAM
cell_1957,CAF
cell_1958,TAM
cell_1959,CAF
cell_1960,TAM
cell_1961,CAF
cell_1962,CAF
cell_1963,CAF
cell_1964,CAF
cell_1965,ETC
cell_1966,CAF
cell_1967,ETC
cell_1968,CAF
cell_1969,ETC
cell_1970,CAF
cell_1971,TAM
cell_1972,CAF
cell_1973,CAF
cell_1974,ETC
cell_1975,CAF
cell_1976,CAF
cell_1977,CAF
cell_1978,CAF
cell_1979,CAF
cell_1980,CAF
cell_1981,CAF
cell_1982,CAF
cell_1983,ETC
cell_1984,ETC
cell_1985,ETC
cell_1986,CAF
cell_1987,CAF
cell_1988,TIL
cell_1989,TAM
cell_1990,Endo
cell_1991,CAF
cell_1992,CAF
cell_1993,CAF
cell_1994,Endo
cell_1995,TAM
cell_1996,DC
cell_1997,CAF
cell_1998,DC
cell_1999,CAF
cell_2000,CAF
cell_2001,ETC
cell_2002,ETC
cell_2003,ETC
cell_2004,DC
cell_2005,ETC
cell_2006,ETC
cell_2007,ETC
cell_2008,ETC
cell_2009,ETC
cell_2010,ETC
cell_2011,ETC
cell_2012,CAF
cell_2013,ETC
cell_2014,CAF
cell_2015,ETC
cell_2016,ETC
cell_2017,CAF
cell_2018,ETC
cell_2019,CAF
cell_2020,ETC
cell_2021,CAF
cell_2022,ETC
cell_2023,CAF
cell_2024,CAF
cell_2025,TAM
cell_2026,ETC
cell_2027,Endo
cell_2028,ETC
cell_2029,Endo
cell_2030,ETC
cell_2031,ETC
cell_2032,ETC
cell_2033,ETC
cell_2034,ETC
cell_2035,ETC
cell_2036,ETC
cell_2037,ETC
cell_2038,ETC
cell_2039,Endo
cell_2040,ETC
cell_2041,ETC
cell_2042,ETC
cell_2043,TAM
cell_2044,CAF
cell_2045,ETC
cell_2046,TAM
cell_2047,ETC
cell_2048,CAF
cell_2049,CAF
cell_2050,ETC
cell_2051,CAF
cell_2052,TAM
cell_2053,TAM
cell_2054,ETC
cell_2055,ETC
cell_2056,ETC
cell_2057,ETC
cell_2058,Endo
cell_2059,ETC
cell_2060,CAF
cell_2061,ETC
cell_2062,ETC
cell_2063,ETC
cell_2064,DC
cell_2065,ETC
cell_2066,CAF
cell_2067,Endo
cell_2068,CAF
cell_2069,ETC
cell_2070,CAF
cell_2071,ETC
cell_2072,ETC
cell_2073,CAF
cell_2074,ETC
cell_2075,ETC
cell_2076,CAF
cell_2077,ETC
cell_2078,ETC
cell_2079,ETC
cell_2080,ETC
cell_2081,ETC
cell_2082,CAF
cell_2083,ETC
cell_2084,DC
cell_2085,CAF
cell_2086,CAF
cell_2087,ETC
cell_2088,DC
cell_2089,CAF
cell_2090,ETC
cell_2091,ETC
cell_2092,CAF
cell_2093,ETC
cell_2094,DC
cell_2095,ETC
cell_2096,CAF
cell_2097,ETC
cell_2098,ETC
cell_2099,CAF
cell_2100,CAF
cell_2101,ETC
cell_2102,CAF
cell_2103,Endo
cell_2104,CAF
cell_2105,ETC
cell_2106,CAF
cell_2107,ETC
cell_2108,ETC
cell_2109,CAF
cell_2110,ETC
cell_2111,CAF
cell_2112,ETC
cell_2113,CAF
cell_2114,ETC
cell_2115,CAF
cell_2116,ETC
cell_2117,ETC
cell_2118,CAF
cell_2119,CAF
cell_2120,DC
cell_2121,DC
cell_2122,ETC
cell_2123,ETC
cell_2124,ETC
cell_2125,ETC
cell_2126,CAF
cell_2127,ETC
cell_2128,ETC
cell_2129,ETC
cell_2130,ETC
cell_2131,ETC
cell_2132,ETC
cell_2133,ETC
cell_2134,TAM
cell_2135,CAF
cell_2136,DC
cell_2137,CAF
cell_2138,CAF
cell_2139,CAF
cell_2140,CAF
cell_2141,ETC
cell_2142,CAF
cell_2143,DC
cell_2144,ETC
cell_2145,ETC
cell_2146,ETC
cell_2147,ETC
cell_2148,ETC
cell_2149,ETC
cell_2150,CAF
cell_2151,ETC
cell_2152,CAF
cell_2153,CAF
cell_2154,ETC
cell_2155,CAF
cell_2156,CAF
cell_2157,ETC
cell_2158,ETC
cell_2159,CAF
cell_2160,ETC
cell_2161,TIL
cell_2162,CAF
cell_2163,ETC
cell_2164,TAM
cell_2165,ETC
cell_2166,CAF
cell_2167,CAF
cell_2168,CAF
cell_2169,ETC
cell_2170,ETC
cell_2171,CAF
cell_2172,CAF
cell_2173,ETC
cell_2174,ETC
cell_2175,CAF
cell_2176,CAF
cell_2177,CAF
cell_2178,ETC
cell_2179,CAF
cell_2180,ETC
cell_2181,ETC
cell_2182,CAF
cell_2183,ETC
cell_2184,CAF
cell_2185,ETC
cell_2186,DC
cell_2187,ETC
cell_2188,CAF
cell_2189,ETC
cell_2190,CAF
cell_2191,CAF
cell_2192,CAF
cell_2193,ETC
cell_2194,TAM
cell_2195,ETC
cell_2196,CAF
cell_2197,ETC
cell_2198,ETC
cell_2199,CAF
cell_2200,ETC
cell_2201,ETC
cell_2202,CAF
cell_2203,ETC
cell_2204,CAF
cell_2205,Endo
cell_2206,CAF
cell_2207,CAF
cell_2208,Endo
cell_2209,ETC
cell_2210,ETC
cell_2211,CAF
cell_2212,DC
cell_2213,ETC
cell_2214,CAF
cell_2215,ETC
cell_2216,CAF
cell_2217,CAF
cell_2218,CAF
cell_2219,CAF
cell_2220,ETC
cell_2221,TAM
cell_2222,CAF
cell_2223,ETC
cell_2224,ETC
cell_2225,ETC
cell_2226,ETC
cell_2227,CAF
cell_2228,ETC
cell_2229,CAF
cell_2230,ETC
cell_2231,ETC
cell_2232,CAF
cell_2233,ETC
cell_2234,CAF
cell_2235,ETC
cell_2236,ETC
cell_2237,ETC
cell_2238,ETC
cell_2239,CAF
cell_2240,CAF
cell_2241,ETC
cell_2242,DC
cell_2243,ETC
cell_2244,ETC
cell_2245,ETC
cell_2246,ETC
cell_2247,ETC
cell_2248,CAF
cell_2249,ETC
cell_2250,ETC
cell_2251,ETC
cell_2252,ETC
cell_2253,ETC
cell_2254,DC
cell_2255,TAM
cell_2256,ETC
cell_2257,CAF
cell_2258,CAF
cell_2259,CAF
cell_2260,TAM
cell_2261,ETC
cell_2262,ETC
cell_2263,ETC
cell_2264,ETC
cell_2265,TAM
cell_2266,CAF
cell_2267,CAF
cell_2268,ETC
cell_2269,Endo
cell_2270,CAF
cell_2271,CAF
cell_2272,TAM
cell_2273,CAF
cell_2274,DC
cell_2275,TAM
cell_2276,ETC
cell_2277,ETC
cell_2278,ETC
cell_2279,ETC
cell_2280,ETC
cell_2281,CAF
cell_2282,ETC
cell_2283,ETC
cell_2284,ETC
cell_2285,TAM
cell_2286,Endo
cell_2287,CAF
cell_2288,ETC
cell_2289,CAF
cell_2290,ETC
cell_2291,CAF
cell_2292,TAM
cell_2293,ETC
cell_2294,ETC
cell_2295,CAF
cell_2296,ETC
cell_2297,ETC
cell_2298,CAF
cell_2299,ETC
cell_2300,ETC
cell_2301,CAF
cell_2302,Endo
cell_2303,ETC
cell_2304,CAF
cell_2305,CAF
cell_2306,CAF
cell_2307,TIL
cell_2308,CAF
cell_2309,ETC
cell_2310,CAF
cell_2311,CAF
cell_2312,ETC
cell_2313,ETC
cell_2314,CAF
cell_2315,TAM
cell_2316,ETC
cell_2317,CAF
cell_2318,ETC
cell_2319,CAF
cell_2320,ETC
cell_2321,ETC
cell_2322,ETC
cell_2323,CAF
cell_2324,ETC
cell_2325,ETC
cell_2326,ETC
cell_2327,ETC
cell_2328,CAF
cell_2329,ETC
cell_2330,TAM
cell_2331,CAF
cell_2332,ETC
cell_2333,CAF
cell_2334,CAF
cell_2335,CAF
cell_2336,CAF
cell_2337,ETC
cell_2338,ETC
cell_2339,CAF
cell_2340,CAF
cell_2341,ETC
cell_2342,ETC
cell_2343,CAF
cell_2344,ETC
cell_2345,CAF
cell_2346,CAF
cell_2347,ETC
cell_2348,ETC
cell_2349,TAM
cell_2350,CAF
cell_2351,ETC
cell_2352,ETC
cell_2353,CAF
cell_2354,ETC
cell_2355,CAF
cell_2356,ETC
cell_2357,ETC
cell_2358,CAF
cell_2359,CAF
cell_2360,CAF
cell_2361,ETC
cell_2362,DC
cell_2363,CAF
cell_2364,ETC
cell_2365,CAF
cell_2366,ETC
cell_2367,TAM
cell_2368,ETC
cell_2369,ETC
cell_2370,ETC
cell_2371,TAM
cell_2372,CAF
cell_2373,ETC
cell_2374,CAF
cell_2375,CAF
cell_2376,CAF
cell_2377,ETC
cell_2378,ETC
cell_2379,ETC
cell_2380,ETC
cell_2381,Endo
cell_2382,ETC
cell_2383,CAF
cell_2384,ETC
cell_2385,Endo
cell_2386,DC
cell_2387,ETC
cell_2388,Endo
cell_2389,ETC
cell_2390,ETC
cell_2391,ETC
cell_2392,CAF
cell_2393,ETC
cell_2394,ETC
cell_2395,ETC
cell_2396,CAF
cell_2397,ETC
cell_2398,ETC
cell_2399,ETC
cell_2400,ETC
cell_2401,ETC
cell_2402,ETC
cell_2403,DC
cell_2404,CAF
cell_2405,CAF
cell_2406,Endo
cell_2407,CAF
cell_2408,ETC
cell_2409,ETC
cell_2410,ETC
cell_2411,ETC
cell_2412,ETC
cell_2413,ETC
cell_2414,CAF
cell_2415,ETC
cell_2416,DC
cell_2417,CAF
cell_2418,CAF
cell_2419,DC
cell_2420,ETC
cell_2421,ETC
cell_2422,ETC
cell_2423,CAF
cell_2424,CAF
cell_2425,TAM
cell_2426,CAF
cell_2427,ETC
cell_2428,CAF
cell_2429,CAF
cell_2430,CAF
cell_2431,ETC
cell_2432,ETC
cell_2433,ETC
cell_2434,CAF
cell_2435,CAF
cell_2436,ETC
cell_2437,ETC
cell_2438,ETC
cell_2439,ETC
cell_2440,ETC
cell_2441,CAF
cell_2442,ETC
cell_2443,CAF
cell_2444,ETC
cell_2445,ETC
cell_2446,CAF
cell_2447,CAF
cell_2448,ETC
cell_2449,CAF
cell_2450,CAF
cell_2451,ETC
cell_2452,ETC
cell_2453,ETC
cell_2454,CAF
cell_2455,ETC
cell_2456,ETC
cell_2457,ETC
cell_2458,ETC
cell_2459,CAF
cell_2460,ETC
cell_2461,CAF
cell_2462,DC
cell_2463,ETC
cell_2464,ETC
cell_2465,CAF
cell_2466,CAF
cell_2467,CAF
cell_2468,ETC
cell_2469,ETC
cell_2470,ETC
cell_2471,ETC
cell_2472,CAF
cell_2473,ETC
cell_2474,CAF
cell_2475,ETC
cell_2476,ETC
cell_2477,ETC
cell_2478,ETC
cell_2479,ETC
cell_2480,ETC
cell_2481,CAF
cell_2482,ETC
cell_2483,ETC
cell_2484,ETC
cell_2485,ETC
cell_2486,ETC
cell_2487,ETC
cell_2488,ETC
cell_2489,ETC
cell_2490,CAF
cell_2491,DC
cell_2492,CAF
cell_2493,ETC
cell_2494,ETC
cell_2495,ETC
cell_2496,CAF
cell_2497,ETC
cell_2498,Endo
cell_2499,ETC
cell_2500,ETC
cell_2501,ETC
cell_2502,ETC
cell_2503,CAF
cell_2504,ETC
cell_2505,ETC
cell_2506,CAF
cell_2507,ETC
cell_2508,CAF
cell_2509,ETC
cell_2510,ETC
cell_2511,TAM
cell_2512,ETC
cell_2513,ETC
cell_2514,ETC
cell_2515,CAF
cell_2516,CAF
cell_2517,ETC
cell_2518,CAF
cell_2519,TAM
cell_2520,ETC
cell_2521,CAF
